CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees,MaxWindCat,MaxTemp_capped,Temp_Range,DewPoint_Range,Humidity_Range,Precipitation_Flag
2001-07-19,23.0,18.0,13.0,5.0,3.0,2.0,51.0,37.0,29.0,1021,1016,1012,10.0,10.0,10.0,32,19,43.98830576155163,0.0,3.0,Rain,307,30-40,23.0,10.0,3.0,22.0,0
2001-07-20,28.0,19.0,11.0,5.0,1.0,-7.0,62.0,33.0,11.0,1024,1022,1020,10.0,10.0,10.0,11,5,43.98830576155163,0.0,2.0,Rain,79,10-20,28.0,17.0,12.0,51.0,0
2001-07-21,32.0,22.0,12.0,7.0,1.0,-3.0,41.0,27.0,13.0,1022,1020,1016,10.0,10.0,10.0,16,6,43.98830576155163,0.0,1.0,Rain,311,10-20,32.0,20.0,10.0,28.0,0
2001-07-22,34.0,24.0,15.0,5.0,3.0,1.0,42.0,25.0,12.0,1019,1017,1014,10.0,10.0,10.0,23,6,43.98830576155163,0.0,1.0,Rain,302,20-30,34.0,19.0,4.0,30.0,0
2001-07-23,35.0,26.0,17.0,10.0,3.0,-6.0,42.0,24.0,7.0,1015,1014,1011,14.64407356948229,11.719856948228882,9.134877384196185,23,8,43.98830576155163,0.0,3.2060661764705882,Rain,257,20-30,35.0,18.0,16.0,35.0,0
2001-07-24,32.0,24.0,17.0,8.0,3.0,-2.0,45.0,25.0,12.0,1015,1013,1012,10.0,10.0,10.0,24,8,43.98830576155163,0.0,2.0,Rain,255,20-30,32.0,15.0,10.0,33.0,0
2001-07-25,33.0,23.0,14.0,10.0,6.0,2.0,48.0,31.0,15.0,1017,1016,1014,10.0,10.0,10.0,16,6,43.98830576155163,0.0,1.0,Rain,173,10-20,33.0,19.0,8.0,33.0,0
2001-07-26,33.0,24.0,17.0,12.0,7.0,2.0,63.0,32.0,16.0,1017,1016,1014,14.64407356948229,11.719856948228882,9.134877384196185,24,10,43.98830576155163,0.0,3.2060661764705882,Rain,231,20-30,33.0,16.0,10.0,47.0,0
2001-07-27,30.0,22.0,15.0,9.0,5.0,1.0,48.0,29.0,16.0,1017,1016,1014,10.0,10.0,10.0,19,8,43.98830576155163,0.0,4.0,Rain,244,10-20,30.0,15.0,8.0,32.0,0
2001-07-28,32.0,23.0,16.0,12.0,6.0,2.0,53.0,33.0,16.0,1018,1016,1015,10.0,10.0,10.0,27,6,43.98830576155163,0.0,2.0,Rain,89,20-30,32.0,16.0,10.0,37.0,0
2001-07-29,32.0,24.0,18.0,15.0,12.0,8.0,78.0,45.0,22.0,1021,1019,1018,10.0,10.0,10.0,19,11,43.98830576155163,0.0,2.0,Rain-Thunderstorm,96,10-20,32.0,14.0,7.0,56.0,0
2001-07-30,32.0,26.0,19.0,10.0,8.0,6.0,46.0,34.0,24.0,1025,1023,1021,10.0,10.0,10.0,13,8,43.98830576155163,0.0,5.0,Rain,50,10-20,32.0,13.0,4.0,22.0,0
2001-07-31,36.0,28.0,21.0,10.0,9.0,6.0,46.0,29.0,16.0,1024,1021,1018,10.0,9.0,7.0,37,13,43.98830576155163,0.0,5.0,Rain,97,30-40,36.0,15.0,4.0,30.0,0
2001-08-01,33.0,28.0,23.0,11.0,7.0,1.0,38.0,27.0,16.0,1021,1019,1016,10.0,9.0,8.0,26,13,43.98830576155163,0.0,5.0,Rain,182,20-30,33.0,10.0,10.0,22.0,0
2001-08-02,29.0,24.0,19.0,13.0,10.0,5.0,64.0,41.0,24.0,1019,1017,1016,10.0,10.0,10.0,24,13,43.98830576155163,0.0,1.0,Rain,234,20-30,29.0,10.0,8.0,40.0,0
2001-08-03,30.0,23.0,17.0,12.0,8.0,4.0,68.0,40.0,20.0,1020,1018,1017,10.0,10.0,10.0,24,6,43.98830576155163,0.0,2.0,Rain,338,20-30,30.0,13.0,8.0,48.0,0
2001-08-04,30.0,23.0,16.0,7.0,5.0,1.0,52.0,30.0,17.0,1022,1021,1020,10.0,10.0,10.0,19,8,43.98830576155163,0.0,3.0,Rain,345,10-20,30.0,14.0,6.0,35.0,0
2001-08-05,32.0,23.0,16.0,14.0,8.0,2.0,59.0,36.0,18.0,1025,1024,1022,10.0,10.0,10.0,21,10,43.98830576155163,0.0,1.0,Rain,354,20-30,32.0,16.0,12.0,41.0,0
2001-08-06,34.0,24.0,15.0,8.0,5.0,3.0,48.0,27.0,15.0,1025,1023,1021,10.0,10.0,10.0,13,5,43.98830576155163,0.0,1.0,Rain,21,10-20,34.0,19.0,5.0,33.0,0
2001-08-07,35.0,26.0,17.0,12.0,6.0,2.0,52.0,29.0,13.0,1022,1019,1015,14.64407356948229,11.719856948228882,9.134877384196185,26,8,43.98830576155163,0.0,3.2060661764705882,Rain,309,20-30,35.0,18.0,10.0,39.0,0
2001-08-08,32.0,24.0,18.0,10.0,6.0,3.0,43.0,30.0,19.0,1017,1016,1013,10.0,10.0,10.0,24,10,43.98830576155163,0.0,2.0,Rain,255,20-30,32.0,14.0,7.0,24.0,0
2001-08-09,32.0,24.0,18.0,10.0,7.0,1.0,49.0,31.0,19.0,1019,1016,1015,10.0,10.0,10.0,21,6,43.98830576155163,0.0,2.0,Rain,350,20-30,32.0,14.0,9.0,30.0,0
2001-08-10,32.0,24.0,17.0,15.0,11.0,8.0,59.0,43.0,27.0,1023,1021,1019,10.0,10.0,10.0,27,13,43.98830576155163,0.0,3.0,Rain,35,20-30,32.0,15.0,7.0,32.0,0
2001-08-11,34.0,26.0,18.0,15.0,11.0,7.0,57.0,39.0,21.0,1025,1022,1020,10.0,10.0,10.0,13,8,43.98830576155163,0.0,2.0,Rain,31,10-20,34.0,16.0,8.0,36.0,0
2001-08-12,34.0,26.0,18.0,15.0,11.0,5.0,64.0,41.0,16.0,1022,1020,1017,10.0,10.0,10.0,14,3,43.98830576155163,0.0,3.0,Rain,9,10-20,34.0,16.0,10.0,48.0,0
2001-08-13,34.0,27.0,21.0,16.0,11.0,3.0,61.0,41.0,14.0,1019,1016,1012,10.0,9.0,8.0,32,8,43.98830576155163,0.0,4.0,Thunderstorm,102,30-40,34.0,13.0,13.0,47.0,0
2001-08-14,33.0,26.0,18.0,15.0,12.0,8.0,77.0,48.0,22.0,1018,1016,1013,10.0,10.0,10.0,27,11,43.98830576155163,0.0,2.0,Thunderstorm,229,20-30,33.0,15.0,7.0,55.0,0
2001-08-15,30.0,24.0,19.0,17.0,11.0,4.0,83.0,44.0,19.0,1019,1017,1015,10.0,10.0,10.0,21,8,43.98830576155163,0.0,5.0,Rain,263,20-30,30.0,11.0,13.0,64.0,0
2001-08-16,29.0,23.0,18.0,11.0,6.0,-2.0,56.0,32.0,13.0,1020,1018,1016,10.0,10.0,10.0,24,8,43.98830576155163,0.0,3.0,Rain,260,20-30,29.0,11.0,13.0,43.0,0
2001-08-17,29.0,21.0,14.0,12.0,6.0,-3.0,77.0,41.0,13.0,1018,1017,1015,10.0,10.0,10.0,23,8,43.98830576155163,0.0,1.0,Rain,243,20-30,29.0,15.0,15.0,64.0,0
2001-08-18,28.0,21.0,15.0,13.0,8.0,-1.0,53.0,40.0,18.0,1016,1014,1013,10.0,10.0,10.0,26,13,43.98830576155163,0.0,2.0,Rain,216,20-30,28.0,13.0,14.0,35.0,0
2001-08-19,28.0,21.0,14.0,10.0,4.0,-7.0,72.0,36.0,10.0,1016,1014,1013,10.0,10.0,10.0,24,11,43.98830576155163,0.0,1.0,Rain,245,20-30,28.0,14.0,17.0,62.0,0
2001-08-20,30.0,21.0,13.0,10.0,4.0,0.0,63.0,32.0,17.0,1019,1017,1016,14.64407356948229,11.719856948228882,9.134877384196185,11,5,43.98830576155163,0.0,3.2060661764705882,Rain,341,10-20,30.0,17.0,10.0,46.0,0
2001-08-21,33.0,24.0,15.0,10.0,6.0,4.0,55.0,33.0,16.0,1020,1018,1017,14.64407356948229,11.719856948228882,9.134877384196185,16,6,43.98830576155163,0.0,3.2060661764705882,Rain,292,10-20,33.0,18.0,6.0,39.0,0
2001-08-22,34.0,24.0,16.0,9.0,7.0,4.0,59.0,32.0,16.0,1022,1020,1018,10.0,9.0,4.0,21,6,43.98830576155163,0.0,1.0,Rain,251,20-30,34.0,18.0,5.0,43.0,0
2001-08-23,36.0,26.0,15.0,8.0,5.0,2.0,51.0,28.0,12.0,1021,1019,1016,14.64407356948229,11.719856948228882,9.134877384196185,16,5,43.98830576155163,0.0,3.2060661764705882,Rain,310,10-20,36.0,21.0,6.0,39.0,0
2001-08-24,36.0,26.0,17.0,6.0,4.0,-1.0,45.0,26.0,10.0,1018,1017,1014,10.0,10.0,10.0,19,6,43.98830576155163,0.0,2.0,Rain,327,10-20,36.0,19.0,7.0,35.0,0
2001-08-25,32.0,26.0,21.0,11.0,7.0,2.0,44.0,29.0,22.0,1018,1017,1015,10.0,10.0,10.0,23,8,43.98830576155163,0.0,5.0,Rain,326,20-30,32.0,11.0,9.0,22.0,0
2001-08-26,32.0,27.0,22.0,13.0,10.0,3.0,57.0,36.0,17.0,1019,1017,1015,10.0,10.0,10.0,29,8,43.98830576155163,0.0,5.0,Rain,53,20-30,32.0,10.0,10.0,40.0,0
2001-08-27,32.0,24.0,17.0,11.0,8.0,5.0,52.0,34.0,18.0,1019,1017,1014,10.0,10.0,10.0,19,8,43.98830576155163,0.0,4.0,Rain,122,10-20,32.0,15.0,6.0,34.0,0
2001-08-28,30.0,25.0,20.0,13.0,10.0,7.0,60.0,39.0,23.0,1017,1015,1014,10.0,10.0,10.0,24,11,43.98830576155163,0.0,3.0,Rain,200,20-30,30.0,10.0,6.0,37.0,0
2001-08-29,28.0,21.0,15.0,11.0,10.0,8.0,72.0,46.0,30.0,1017,1016,1015,10.0,10.0,10.0,23,10,43.98830576155163,0.0,2.0,Rain,277,20-30,28.0,13.0,3.0,42.0,0
2001-08-30,28.0,22.0,16.0,11.0,9.0,8.0,68.0,44.0,28.0,1018,1017,1015,10.0,10.0,10.0,13,5,43.98830576155163,0.0,4.0,Rain,40,10-20,28.0,12.0,3.0,40.0,0
2001-08-31,29.0,22.0,16.0,10.0,8.0,5.0,63.0,40.0,24.0,1019,1017,1015,10.0,10.0,10.0,21,8,43.98830576155163,0.0,3.0,Rain,12,20-30,29.0,13.0,5.0,39.0,0
2001-09-01,28.0,21.0,14.0,8.0,6.0,3.0,63.0,40.0,25.0,1019,1017,1015,14.64407356948229,11.719856948228882,9.134877384196185,24,14,43.98830576155163,0.0,3.2060661764705882,Rain,45,20-30,28.0,14.0,5.0,38.0,0
2001-09-02,29.0,22.0,15.0,13.0,7.0,3.0,51.0,40.0,25.0,1019,1017,1014,10.0,10.0,10.0,13,8,43.98830576155163,0.0,3.0,Rain,5,10-20,29.0,14.0,10.0,26.0,0
2001-09-03,31.0,24.0,18.0,15.0,12.0,8.0,78.0,52.0,29.0,1017,1016,1013,10.0,10.0,8.0,23,6,43.98830576155163,0.0,3.0,Thunderstorm,96,20-30,31.0,13.0,7.0,49.0,0
2001-09-04,32.0,23.0,15.0,15.0,12.0,10.0,88.0,55.0,27.0,1019,1017,1016,10.0,10.0,10.0,21,6,43.98830576155163,0.0,2.0,Rain,341,20-30,32.0,17.0,5.0,61.0,0
2001-09-05,31.0,23.0,15.0,10.0,9.0,6.0,63.0,42.0,23.0,1021,1019,1015,10.0,10.0,10.0,16,10,43.98830576155163,0.0,2.0,Rain,5,10-20,31.0,16.0,4.0,40.0,0
2001-09-06,29.0,22.0,16.0,12.0,7.0,5.0,64.0,40.0,30.0,1017,1016,1014,10.0,10.0,10.0,34,8,43.98830576155163,0.0,3.0,Tornado,31,30-40,29.0,13.0,7.0,34.0,0
2001-09-07,27.0,20.0,13.0,12.0,4.0,2.0,68.0,37.0,20.0,1022,1020,1017,14.64407356948229,11.719856948228882,9.134877384196185,23,10,43.98830576155163,0.0,3.2060661764705882,Rain,29,20-30,27.0,14.0,10.0,48.0,0
2001-09-08,29.0,21.0,13.0,10.0,6.0,1.0,67.0,41.0,16.0,1023,1021,1018,14.64407356948229,11.719856948228882,9.134877384196185,13,6,43.98830576155163,0.0,3.2060661764705882,Rain,359,10-20,29.0,16.0,9.0,51.0,0
2001-09-09,31.0,22.0,13.0,6.0,4.0,1.0,63.0,34.0,16.0,1019,1017,1014,14.64407356948229,11.719856948228882,9.134877384196185,21,6,43.98830576155163,0.0,3.2060661764705882,Rain,11,20-30,31.0,18.0,5.0,47.0,0
2001-09-10,30.0,21.0,13.0,7.0,3.0,-2.0,63.0,34.0,12.0,1018,1017,1015,14.64407356948229,11.719856948228882,9.134877384196185,21,8,43.98830576155163,0.0,3.2060661764705882,Rain,23,20-30,30.0,17.0,9.0,51.0,0
2001-09-11,29.0,20.0,12.0,5.0,2.0,-1.0,51.0,29.0,19.0,1019,1017,1016,10.0,10.0,10.0,10,5,43.98830576155163,0.0,2.0,Rain,64,0-10,29.0,17.0,6.0,32.0,0
2001-09-12,30.0,21.0,13.0,10.0,3.0,1.0,51.0,32.0,15.0,1021,1020,1018,10.0,8.0,7.0,19,6,43.98830576155163,0.0,0.0,Rain,235,10-20,30.0,17.0,9.0,36.0,0
2001-09-13,30.0,21.0,13.0,5.0,3.0,1.0,58.0,32.0,16.0,1021,1019,1016,10.0,10.0,10.0,24,6,43.98830576155163,0.0,1.0,Rain,258,20-30,30.0,17.0,4.0,42.0,0
2001-09-14,29.0,21.0,13.0,6.0,3.0,-1.0,51.0,29.0,19.0,1016,1014,1012,14.64407356948229,11.719856948228882,9.134877384196185,26,6,43.98830576155163,0.0,3.2060661764705882,Rain,14,20-30,29.0,16.0,7.0,32.0,0
2001-09-15,29.0,20.0,12.0,10.0,7.0,5.0,63.0,44.0,23.0,1019,1017,1015,10.0,10.0,10.0,26,11,43.98830576155163,0.0,1.0,Rain,18,20-30,29.0,17.0,5.0,40.0,0
2001-09-16,31.0,21.0,12.0,12.0,3.0,-7.0,51.0,32.0,10.0,1021,1019,1017,14.64407356948229,11.719856948228882,9.134877384196185,23,6,43.98830576155163,0.0,3.2060661764705882,Rain,9,20-30,31.0,19.0,19.0,41.0,0
2001-09-17,28.0,20.0,12.0,4.0,1.0,-6.0,48.0,30.0,15.0,1019,1016,1012,14.64407356948229,11.719856948228882,9.134877384196185,35,10,43.98830576155163,0.0,3.2060661764705882,Rain,47,30-40,28.0,16.0,10.0,33.0,0
2001-09-18,22.0,16.0,9.0,4.0,-1.0,-7.0,66.0,37.0,15.0,1018,1016,1013,14.64407356948229,11.719856948228882,9.134877384196185,32,16,43.98830576155163,0.0,3.2060661764705882,Rain,42,30-40,22.0,13.0,11.0,51.0,0
2001-09-19,25.0,17.0,8.0,11.0,3.0,-4.0,53.0,42.0,31.0,1015,1014,1013,10.0,10.0,10.0,14,6,43.98830576155163,0.0,3.0,Rain,317,10-20,25.0,17.0,15.0,22.0,0
2001-09-20,26.0,19.0,13.0,13.0,9.0,6.0,73.0,54.0,34.0,1017,1016,1015,10.0,10.0,10.0,19,6,43.98830576155163,0.0,4.0,Rain,274,10-20,26.0,13.0,7.0,39.0,0
2001-09-21,25.0,21.0,17.0,14.0,13.0,10.0,82.0,63.0,41.0,1017,1015,1012,10.0,10.0,9.0,21,8,43.98830576155163,0.0,4.0,Rain,166,20-30,25.0,8.0,4.0,41.0,0
2001-09-22,21.0,17.0,14.0,16.0,12.0,7.0,100.0,74.0,40.0,1013,1008,1004,10.0,9.0,6.0,26,10,43.98830576155163,0.0,5.0,Rain,197,20-30,21.0,7.0,9.0,60.0,0
2001-09-23,17.0,14.0,12.0,13.0,12.0,10.0,94.0,79.0,63.0,1011,1007,1005,10.0,10.0,7.0,34,16,45.0,0.0,6.0,Rain,230,30-40,17.0,5.0,3.0,31.0,0
2001-09-24,21.0,17.0,14.0,13.0,10.0,5.0,94.0,65.0,42.0,1019,1014,1011,10.0,10.0,8.0,26,11,43.98830576155163,0.0,6.0,Rain,251,20-30,21.0,7.0,8.0,52.0,0
2001-09-25,21.0,14.0,8.0,8.0,5.0,2.0,93.0,53.0,28.0,1023,1021,1019,10.0,9.0,7.0,14,8,43.98830576155163,0.0,2.0,Rain,360,10-20,21.0,13.0,6.0,65.0,0
2001-09-26,23.0,14.0,7.0,8.0,6.0,4.0,93.0,60.0,29.0,1024,1022,1020,10.0,10.0,10.0,11,5,43.98830576155163,0.0,1.0,Rain,336,10-20,23.0,16.0,4.0,64.0,0
2001-09-27,23.0,16.0,8.0,10.0,7.0,5.0,82.0,58.0,38.0,1020,1019,1015,10.0,9.0,8.0,10,6,43.98830576155163,0.0,4.0,Rain,351,0-10,23.0,15.0,5.0,44.0,0
2001-09-28,19.0,16.0,13.0,15.0,12.0,8.0,100.0,75.0,55.0,1016,1014,1013,10.0,9.0,4.0,23,8,43.98830576155163,0.0,6.0,Rain,175,20-30,19.0,6.0,7.0,45.0,0
2001-09-29,20.0,15.0,10.0,12.0,11.0,10.0,100.0,77.0,52.0,1018,1016,1014,10.0,10.0,10.0,11,3,43.98830576155163,0.0,4.0,Rain,271,10-20,20.0,10.0,2.0,48.0,0
2001-09-30,22.0,16.0,10.0,14.0,12.0,10.0,100.0,79.0,50.0,1022,1020,1018,10.0,8.0,1.0,13,3,43.98830576155163,0.0,4.0,Rain,166,10-20,22.0,12.0,4.0,50.0,0
2001-10-01,24.0,17.0,11.0,13.0,11.0,9.0,100.0,68.0,38.0,1023,1021,1020,9.0,9.0,6.0,14,6,43.98830576155163,0.0,0.0,Rain,223,10-20,24.0,13.0,4.0,62.0,0
2001-10-02,27.0,19.0,11.0,13.0,12.0,10.0,100.0,66.0,37.0,1021,1018,1015,10.0,10.0,10.0,14,6,43.98830576155163,0.0,2.0,Rain,297,10-20,27.0,16.0,3.0,63.0,0
2001-10-03,23.0,19.0,15.0,15.0,12.0,10.0,88.0,66.0,44.0,1020,1018,1017,10.0,9.0,4.0,26,11,43.98830576155163,0.0,3.0,Rain,222,20-30,23.0,8.0,5.0,44.0,0
2001-10-04,25.0,18.0,11.0,11.0,9.0,8.0,88.0,60.0,36.0,1020,1017,1014,10.0,10.0,10.0,23,6,43.98830576155163,0.0,2.0,Rain,311,20-30,25.0,14.0,3.0,52.0,0
2001-10-05,22.0,18.0,15.0,12.0,9.0,7.0,77.0,61.0,40.0,1017,1016,1014,10.0,10.0,10.0,27,10,43.98830576155163,0.0,6.0,Rain,224,20-30,22.0,7.0,5.0,37.0,0
2001-10-06,18.0,16.0,14.0,16.0,14.0,11.0,100.0,87.0,72.0,1017,1016,1015,10.0,8.0,2.0,21,8,43.98830576155163,0.0,5.0,Rain,200,20-30,18.0,4.0,5.0,28.0,0
2001-10-07,18.0,14.0,11.0,13.0,9.0,7.0,94.0,70.0,52.0,1020,1018,1017,10.0,10.0,10.0,32,16,43.98830576155163,0.0,2.0,Rain,235,30-40,18.0,7.0,6.0,42.0,0
2001-10-08,16.0,14.0,13.0,13.0,11.0,8.0,88.0,79.0,67.0,1019,1017,1015,10.0,10.0,9.0,26,14,43.98830576155163,0.0,6.0,Rain,218,20-30,16.0,3.0,5.0,21.0,0
2001-10-09,18.0,12.0,7.0,9.0,6.0,1.0,100.0,67.0,34.0,1018,1016,1015,10.0,10.0,10.0,16,6,43.98830576155163,0.0,4.0,Rain,5,10-20,18.0,11.0,8.0,66.0,0
2001-10-10,22.0,14.0,7.0,10.0,6.0,4.0,87.0,61.0,38.0,1025,1021,1019,10.0,10.0,10.0,23,10,43.98830576155163,0.0,3.0,Rain,27,20-30,22.0,15.0,6.0,49.0,0
2001-10-11,25.0,19.0,13.0,14.0,12.0,10.0,88.0,66.0,47.0,1026,1025,1024,10.0,10.0,10.0,35,14,53.0,0.0,5.0,Rain,75,30-40,25.0,12.0,4.0,41.0,0
2001-10-12,20.0,17.0,12.0,16.0,14.0,9.0,100.0,83.0,60.0,1026,1024,1021,10.0,10.0,9.0,35,10,43.98830576155163,0.0,6.0,Rain,122,30-40,20.0,8.0,7.0,40.0,0
2001-10-13,19.0,14.0,11.0,12.0,11.0,9.0,100.0,79.0,56.0,1026,1024,1022,10.0,10.0,8.0,13,5,43.98830576155163,0.0,5.0,Rain,166,10-20,19.0,8.0,3.0,44.0,0
2001-10-14,20.0,14.0,9.0,12.0,11.0,8.0,100.0,79.0,49.0,1025,1023,1021,10.0,8.0,0.0,13,5,43.98830576155163,0.0,4.0,Fog,156,10-20,20.0,11.0,4.0,51.0,0
2001-10-15,20.0,14.0,9.0,13.0,11.0,8.0,100.0,77.0,49.0,1024,1022,1020,10.0,9.0,5.0,24,6,43.98830576155163,0.0,3.0,Rain,222,20-30,20.0,11.0,5.0,51.0,0
2001-10-16,23.0,17.0,10.0,12.0,10.0,8.0,94.0,72.0,41.0,1026,1024,1021,10.0,10.0,10.0,11,5,43.98830576155163,0.0,3.0,Rain,13,10-20,23.0,13.0,4.0,53.0,0
2001-10-17,21.0,17.0,13.0,14.0,12.0,10.0,94.0,76.0,52.0,1022,1018,1014,10.0,10.0,5.0,37,11,43.98830576155163,0.0,5.0,Rain,176,30-40,21.0,8.0,4.0,42.0,0
2001-10-18,18.0,14.0,12.0,15.0,13.0,11.0,100.0,92.0,77.0,1017,1015,1012,10.0,9.0,2.0,23,6,43.98830576155163,0.0,6.0,Rain,157,20-30,18.0,6.0,4.0,23.0,0
2001-10-19,17.0,13.0,11.0,14.0,12.0,10.0,100.0,89.0,72.0,1011,1008,1005,10.0,9.0,1.0,42,18,64.0,0.0,6.0,Rain-Thunderstorm,173,40-50,17.0,6.0,4.0,28.0,0
2001-10-20,13.0,11.0,9.0,11.0,9.0,7.0,100.0,88.0,77.0,1012,1007,1004,10.0,10.0,7.0,24,10,43.98830576155163,0.0,5.0,Rain,204,20-30,13.0,4.0,4.0,23.0,0
2001-10-21,16.0,13.0,10.0,10.0,9.0,7.0,94.0,72.0,55.0,1019,1017,1012,10.0,10.0,10.0,23,13,43.98830576155163,0.0,4.0,Rain,213,20-30,16.0,6.0,3.0,39.0,0
2001-10-22,20.0,16.0,11.0,11.0,10.0,8.0,94.0,76.0,46.0,1019,1018,1017,10.0,10.0,10.0,24,6,43.98830576155163,0.0,5.0,Rain,203,20-30,20.0,9.0,3.0,48.0,0
2001-10-23,18.0,14.0,11.0,13.0,10.0,7.0,94.0,75.0,49.0,1028,1023,1019,10.0,10.0,10.0,23,8,43.98830576155163,0.0,3.0,Rain,231,20-30,18.0,7.0,6.0,45.0,0
2001-10-24,19.0,12.0,5.0,9.0,7.0,4.0,100.0,78.0,43.0,1032,1030,1028,10.0,9.0,7.0,10,3,43.98830576155163,0.0,1.0,Rain,16,0-10,19.0,14.0,5.0,57.0,0
2001-10-25,18.0,12.0,6.0,11.0,8.0,5.0,100.0,84.0,59.0,1030,1028,1025,10.0,10.0,10.0,13,5,43.98830576155163,0.0,4.0,Rain,351,10-20,18.0,12.0,6.0,41.0,0
2001-10-26,19.0,14.0,9.0,11.0,9.0,8.0,100.0,80.0,56.0,1025,1023,1021,10.0,10.0,10.0,11,5,43.98830576155163,0.0,2.0,Rain,298,10-20,19.0,10.0,3.0,44.0,0
2001-10-27,20.0,14.0,8.0,12.0,10.0,8.0,100.0,81.0,49.0,1023,1021,1020,10.0,9.0,4.0,11,5,43.98830576155163,0.0,4.0,Rain,355,10-20,20.0,12.0,4.0,51.0,0
2001-10-28,23.0,17.0,12.0,13.0,12.0,11.0,100.0,75.0,50.0,1027,1024,1021,10.0,10.0,10.0,14,8,43.98830576155163,0.0,6.0,Rain,347,10-20,23.0,11.0,2.0,50.0,0
2001-10-29,26.0,18.0,11.0,12.0,9.0,6.0,94.0,67.0,32.0,1030,1029,1028,10.0,10.0,10.0,13,6,43.98830576155163,0.0,1.0,Rain,355,10-20,26.0,15.0,6.0,62.0,0
2001-10-30,24.0,16.0,8.0,10.0,8.0,6.0,94.0,69.0,34.0,1030,1028,1025,14.64407356948229,11.719856948228882,9.134877384196185,10,5,43.98830576155163,0.0,3.2060661764705882,Rain,345,0-10,24.0,16.0,4.0,60.0,0
2001-10-31,24.0,16.0,8.0,11.0,8.0,7.0,93.0,69.0,36.0,1029,1027,1026,14.64407356948229,11.719856948228882,9.134877384196185,21,5,43.98830576155163,0.0,3.2060661764705882,Rain,349,20-30,24.0,16.0,4.0,57.0,0
2001-11-01,20.0,14.0,9.0,10.0,1.0,-8.0,93.0,48.0,15.0,1030,1028,1026,14.64407356948229,11.719856948228882,9.134877384196185,40,11,43.98830576155163,0.0,3.2060661764705882,Rain,32,30-40,20.0,11.0,18.0,78.0,0
2001-11-02,18.0,12.0,6.0,3.0,-3.0,-11.0,62.0,38.0,21.0,1030,1028,1027,10.0,10.0,10.0,19,8,43.98830576155163,0.0,1.0,Rain,27,10-20,18.0,12.0,14.0,41.0,0
2001-11-03,16.0,11.0,6.0,8.0,6.0,3.0,87.0,72.0,48.0,1030,1028,1026,10.0,10.0,7.0,10,5,43.98830576155163,0.0,4.0,Rain-Thunderstorm,355,0-10,16.0,10.0,5.0,39.0,0
2001-11-04,13.0,10.0,8.0,10.0,9.0,7.0,100.0,91.0,77.0,1026,1024,1022,10.0,9.0,5.0,10,5,43.98830576155163,0.0,5.0,Rain-Thunderstorm,9,0-10,13.0,5.0,3.0,23.0,0
2001-11-05,15.0,10.0,6.0,9.0,7.0,4.0,100.0,80.0,55.0,1022,1021,1020,10.0,9.0,7.0,23,8,43.98830576155163,0.0,4.0,Rain,17,20-30,15.0,9.0,5.0,45.0,0
2001-11-06,15.0,10.0,6.0,8.0,4.0,2.0,87.0,70.0,58.0,1025,1023,1022,10.0,10.0,10.0,19,11,43.98830576155163,0.0,3.0,Rain,20,10-20,15.0,9.0,6.0,29.0,0
2001-11-07,18.0,10.0,2.0,5.0,3.0,1.0,93.0,71.0,40.0,1028,1025,1024,14.64407356948229,11.719856948228882,9.134877384196185,11,6,43.98830576155163,0.0,3.2060661764705882,Rain,354,10-20,18.0,16.0,4.0,53.0,0
2001-11-08,18.0,10.0,2.0,6.0,2.0,-2.0,100.0,64.0,27.0,1025,1020,1015,10.0,8.0,7.0,27,8,43.98830576155163,0.0,1.0,Rain,327,20-30,18.0,16.0,8.0,73.0,0
2001-11-09,11.0,6.0,1.0,2.0,-4.0,-12.0,66.0,48.0,34.0,1017,1014,1012,10.0,10.0,10.0,45,18,60.0,0.0,2.0,Rain,13,40-50,11.0,10.0,14.0,32.0,0
2001-11-10,7.0,3.0,-1.0,-6.0,-12.0,-18.0,64.0,38.0,16.0,1017,1016,1014,10.0,10.0,10.0,52,23,72.0,0.0,1.0,Rain,27,50-60,7.0,8.0,12.0,48.0,0
2001-11-11,13.0,4.0,-5.0,-4.0,-9.0,-13.0,74.0,46.0,26.0,1017,1015,1012,14.64407356948229,11.719856948228882,9.134877384196185,26,6,43.98830576155163,0.0,3.2060661764705882,Rain,29,20-30,13.0,18.0,9.0,48.0,0
2001-11-12,14.0,6.0,-2.0,2.0,-2.0,-9.0,80.0,57.0,41.0,1019,1017,1015,10.0,10.0,10.0,37,10,43.98830576155163,0.0,3.0,Rain,5,30-40,14.0,16.0,11.0,39.0,0
2001-11-13,15.0,9.0,4.0,4.0,2.0,1.0,87.0,61.0,42.0,1019,1018,1017,10.0,10.0,10.0,32,10,43.98830576155163,0.0,2.0,Rain,1,30-40,15.0,11.0,3.0,45.0,0
2001-11-14,9.0,6.0,2.0,3.0,-4.0,-9.0,66.0,48.0,29.0,1019,1018,1017,10.0,10.0,10.0,50,29,72.0,0.0,2.0,Rain,9,40-50,9.0,7.0,12.0,37.0,0
